ID:
Row     Mean         STD          RSTD         Low          High          0.10%        0.25%        0.50%        0.75%        1.00%        2.50%        5.00%        7.50%       10.00%       20.00%       25.00%       50.00%       75.00%       80.00%       90.00%       92.50%       95.00%       97.50%       99.00%       99.25%       99.50%       99.75%       99.90%
     5   7.1222       1.7673       24.814       3.1080       14.211       3.1081       3.3107       3.6462       3.7686       3.7783       4.0925       4.5512       4.8004       5.0479       5.5980       5.8454       6.9874       8.1710       8.4838       9.4878       9.8022       10.221       11.281       12.254       12.526       12.724       13.622       14.211    
     6   155.81       37.671       24.177       58.914       199.99       58.918       64.335       68.034       72.009       73.948       82.549       91.274       96.916       103.37       118.71       125.12       158.13       197.18       199.32       199.88       199.93       199.95       199.97       199.98       199.98       199.99       199.99       199.99    
EVID:
Row     Mean         STD          RSTD         Low          High          0.10%        0.25%        0.50%        0.75%        1.00%        2.50%        5.00%        7.50%       10.00%       20.00%       25.00%       50.00%       75.00%       80.00%       90.00%       92.50%       95.00%       97.50%       99.00%       99.25%       99.50%       99.75%       99.90%
     1   1.0000       0.0000       0.0000       1.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000    
     2   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000    
     3   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000    
     4   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000    
     5   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000    
     6   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000    
MDV:
Row     Mean         STD          RSTD         Low          High          0.10%        0.25%        0.50%        0.75%        1.00%        2.50%        5.00%        7.50%       10.00%       20.00%       25.00%       50.00%       75.00%       80.00%       90.00%       92.50%       95.00%       97.50%       99.00%       99.25%       99.50%       99.75%       99.90%
     1   1.0000       0.0000       0.0000       1.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000    
     2   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000    
     3   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000    
     4   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000    
     5   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000    
     6   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000    
DV:
Row     Mean         STD          RSTD         Low          High          0.10%        0.25%        0.50%        0.75%        1.00%        2.50%        5.00%        7.50%       10.00%       20.00%       25.00%       50.00%       75.00%       80.00%       90.00%       92.50%       95.00%       97.50%       99.00%       99.25%       99.50%       99.75%       99.90%
     1   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000    
     2   1.0839      0.13800       12.732      0.73155       1.6005      0.73156      0.75410      0.76871      0.77906      0.78969      0.84535      0.86405      0.89112      0.90701      0.96876      0.98780       1.0775       1.1720       1.1936       1.2621       1.2871       1.3130       1.3893       1.4587       1.4757       1.4974       1.5748       1.6005    
     3   7.9587       2.1256       26.708       3.4095       16.511       3.4096       3.5637       3.7786       3.9715       4.1334       4.5215       4.7709       5.1516       5.3752       6.2072       6.5200       7.7113       9.2593       9.6550       10.709       11.088       11.759       12.790       14.341       14.683       15.469       15.916       16.511    
     4   7.9587       2.1256       26.708       3.4095       16.511       3.4096       3.5637       3.7786       3.9715       4.1334       4.5215       4.7709       5.1516       5.3752       6.2072       6.5200       7.7113       9.2593       9.6550       10.709       11.088       11.759       12.790       14.341       14.683       15.469       15.916       16.511    
     5   7.9587       2.1256       26.708       3.4095       16.511       3.4096       3.5637       3.7786       3.9715       4.1334       4.5215       4.7709       5.1516       5.3752       6.2072       6.5200       7.7113       9.2593       9.6550       10.709       11.088       11.759       12.790       14.341       14.683       15.469       15.916       16.511    
     6  0.52453      0.20825       39.702      0.25172       2.0300      0.25181      0.33969      0.35271      0.35644      0.35802      0.37274      0.38719      0.39349      0.40026      0.41719      0.42515      0.45489      0.51166      0.55383      0.76032      0.87316      0.97771       1.2125       1.3601       1.5919       1.6681       1.7980       2.0298    
IPRED:
Row     Mean         STD          RSTD         Low          High          0.10%        0.25%        0.50%        0.75%        1.00%        2.50%        5.00%        7.50%       10.00%       20.00%       25.00%       50.00%       75.00%       80.00%       90.00%       92.50%       95.00%       97.50%       99.00%       99.25%       99.50%       99.75%       99.90%
     1   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000    
     2   1.0839      0.13800       12.732      0.73155       1.6005      0.73156      0.75410      0.76871      0.77906      0.78969      0.84535      0.86405      0.89112      0.90701      0.96876      0.98780       1.0775       1.1720       1.1936       1.2621       1.2871       1.3130       1.3893       1.4587       1.4757       1.4974       1.5748       1.6005    
     3   7.9587       2.1256       26.708       3.4095       16.511       3.4096       3.5637       3.7786       3.9715       4.1334       4.5215       4.7709       5.1516       5.3752       6.2072       6.5200       7.7113       9.2593       9.6550       10.709       11.088       11.759       12.790       14.341       14.683       15.469       15.916       16.511    
     4   7.9587       2.1256       26.708       3.4095       16.511       3.4096       3.5637       3.7786       3.9715       4.1334       4.5215       4.7709       5.1516       5.3752       6.2072       6.5200       7.7113       9.2593       9.6550       10.709       11.088       11.759       12.790       14.341       14.683       15.469       15.916       16.511    
     5   7.9587       2.1256       26.708       3.4095       16.511       3.4096       3.5637       3.7786       3.9715       4.1334       4.5215       4.7709       5.1516       5.3752       6.2072       6.5200       7.7113       9.2593       9.6550       10.709       11.088       11.759       12.790       14.341       14.683       15.469       15.916       16.511    
     6  0.52453      0.20825       39.702      0.25172       2.0300      0.25181      0.33969      0.35271      0.35644      0.35802      0.37274      0.38719      0.39349      0.40026      0.41719      0.42515      0.45489      0.51166      0.55383      0.76032      0.87316      0.97771       1.2125       1.3601       1.5919       1.6681       1.7980       2.0298    
